index,rssi,snr,sf
203,-74,11.00,11
204,-74,12.50,11
205,-73,12.75,11
206,-71,10.50,11
207,-73,8.75,11
208,-73,13.25,11
209,-75,11.00,11
210,-76,9.75,11
211,-74,11.75,11
212,-73,11.50,11
213,-75,12.25,11
214,-72,9.00,11
215,-72,10.75,11
216,-72,10.00,11
217,-70,11.50,11
218,-71,9.00,11
219,-73,11.50,11
220,-73,10.75,11
221,-74,11.25,11
222,-73,13.25,11
223,-73,11.75,11
224,-73,9.75,11
225,-72,8.25,11
226,-76,10.50,11
227,-74,11.25,11
228,-72,9.50,11
229,-71,10.00,11
230,-73,13.25,11
231,-73,12.75,11
232,-78,10.25,11
233,-73,10.25,11
234,-69,12.75,11
235,-71,9.50,11
236,-81,11.00,11
237,-78,11.00,11
238,-77,10.00,11
239,-81,10.75,11
240,-79,9.75,11
241,-76,10.25,11
242,-75,9.50,11
243,-73,13.25,11
244,-78,10.75,11
245,-75,11.50,11
246,-72,11.00,11
247,-76,10.50,11
248,-75,11.75,11
249,-76,10.75,11
250,-76,11.50,12
251,-74,9.50,12
252,-76,10.25,12
253,-79,8.50,12
254,-77,11.00,12
255,-82,8.25,12
256,-77,8.25,12
257,-82,8.75,12
258,-76,8.00,12
259,-75,13.00,12
260,-73,12.75,12
261,-72,12.25,12
262,-74,8.25,12
263,-74,11.25,12
264,-76,8.50,12
265,-74,12.50,12
266,-76,9.00,12
267,-73,11.25,12
268,-72,10.50,12
269,-72,12.75,12
270,-73,9.50,12
271,-72,11.75,12
272,-74,11.00,12
273,-74,12.50,12
274,-72,8.00,12
275,-74,8.00,12
276,-72,11.50,12
277,-69,11.75,12
278,-69,8.25,12
279,-77,10.75,12
280,-72,8.00,12
281,-73,10.25,12
282,-74,9.00,12
283,-71,10.50,12
284,-69,12.25,12
285,-73,8.75,12
286,-72,11.75,12
287,-68,12.25,12
288,-75,9.25,12
289,-73,11.75,12
290,-71,9.75,12
291,-71,9.00,12
292,-71,10.25,12
293,-71,11.25,12
294,-70,11.25,12
295,-72,9.00,12
296,-72,11.75,12
297,-71,10.00,12
298,-69,9.50,12
299,-73,11.75,12
300,-72,9.25,7
301,-68,10.25,7
302,-73,9.75,7
303,-69,9.00,7
304,-72,9.50,7
305,-72,9.50,7
306,-72,9.75,7
307,-70,12.25,7
308,-69,9.50,7
309,-71,9.50,7
310,-74,12.25,7
311,-71,9.75,7
312,-74,9.50,7
313,-69,9.25,7
314,-72,9.75,7
315,-68,9.25,7
316,-68,9.25,7
317,-71,9.75,7
318,-70,9.50,7
319,-70,10.50,7
320,-71,9.50,7
321,-71,10.00,7
322,-70,9.75,7
323,-71,9.75,7
324,-70,9.25,7
325,-70,9.75,7
326,-70,10.50,7
327,-68,9.75,7
328,-67,9.75,7
329,-70,10.00,7
330,-70,9.75,7
331,-68,9.75,7
332,-66,9.50,7
333,-70,9.50,7
334,-70,9.50,7
335,-70,9.75,7
336,-70,9.25,7
337,-69,9.75,7
338,-69,9.00,7
339,-69,9.75,7
340,-68,10.25,7
341,-68,9.50,7
342,-69,10.25,7
343,-68,9.75,7
344,-68,10.00,7
345,-68,9.75,7
346,-68,9.50,7
347,-67,10.25,7
348,-68,9.50,7
349,-67,10.00,7
350,-69,11.50,8
351,-68,12.25,8
352,-66,12.25,8
353,-67,12.25,8
354,-67,12.25,8
355,-67,12.00,8
356,-68,12.25,8
357,-70,11.75,8
358,-68,11.75,8
359,-68,12.00,8
360,-67,12.00,8
361,-69,10.75,8
362,-70,12.00,8
363,-70,11.50,8
364,-71,12.25,8
365,-70,12.00,8
366,-69,11.75,8
367,-71,12.25,8
368,-69,10.25,8
369,-68,12.00,8
370,-68,12.00,8
371,-71,12.00,8
372,-69,10.00,8
373,-69,11.75,8
374,-70,10.75,8
375,-70,11.00,8
376,-69,12.00,8
377,-71,11.75,8
378,-69,11.75,8
379,-69,11.75,8
380,-69,12.25,8
381,-69,11.75,8
382,-69,10.50,8
383,-71,12.00,8
384,-71,12.00,8
385,-69,12.00,8
386,-70,11.75,8
387,-70,12.00,8
388,-71,12.25,8
389,-69,11.75,8
390,-69,11.75,8
391,-69,10.50,8
392,-68,12.00,8
393,-66,12.00,8
394,-67,12.25,8
395,-70,10.75,8
396,-69,11.50,8
397,-69,11.50,8
398,-70,11.50,8
399,-70,12.00,8
400,-71,12.25,9
401,-69,10.75,9
402,-71,13.75,9
403,-70,10.00,9
404,-71,13.50,9
405,-70,11.50,9
406,-69,9.75,9
407,-69,10.25,9
408,-69,10.50,9
409,-76,12.50,9
410,-74,12.50,9
411,-74,13.50,9
412,-75,10.50,9
413,-74,13.25,9
414,-74,12.25,9
415,-70,10.75,9
416,-69,12.00,9
417,-67,13.75,9
418,-67,13.25,9
419,-68,13.00,9
420,-70,11.25,9
421,-69,10.25,9
422,-70,10.00,9
423,-70,10.50,9
424,-68,13.25,9
425,-68,13.25,9
426,-67,13.25,9
427,-67,13.25,9
428,-67,13.25,9
429,-67,13.25,9
430,-67,13.25,9
431,-67,13.25,9
432,-67,13.25,9
433,-68,13.25,9
434,-67,13.25,9
435,-69,12.25,9
436,-68,13.00,9
437,-68,13.50,9
438,-68,13.50,9
439,-69,10.50,9
440,-70,11.00,9
441,-69,12.25,9
442,-68,13.50,9
443,-69,10.25,9
444,-70,11.00,9
445,-72,13.50,9
446,-70,10.50,9
447,-67,13.50,9
448,-70,10.00,9
449,-69,12.00,9
450,-69,12.25,10
451,-69,11.50,10
452,-69,11.75,10
453,-68,12.25,10
454,-69,11.25,10
455,-69,11.50,10
456,-69,11.75,10
457,-69,11.25,10
458,-69,11.50,10
459,-69,11.00,10
460,-69,11.25,10
461,-69,10.50,10
462,-69,11.25,10
463,-69,11.50,10
464,-70,10.50,10
465,-71,11.75,10
466,-71,11.25,10
467,-73,13.00,10
468,-71,10.00,10
469,-69,11.50,10
470,-68,13.25,10
471,-73,13.00,10
472,-70,10.75,10
474,-69,11.00,10
475,-69,11.50,10
476,-70,10.75,10
477,-69,11.00,10
478,-69,11.25,10
479,-69,12.25,10
480,-70,10.50,10
481,-73,13.25,10
482,-71,13.50,10
483,-72,12.75,10
484,-71,10.50,10
485,-71,10.75,10
486,-72,13.50,10
487,-73,13.50,10
488,-71,13.75,10
489,-71,11.50,10
490,-70,11.00,10
491,-69,11.75,10
492,-70,10.75,10
493,-70,10.75,10
494,-70,10.75,10
495,-71,10.25,10
496,-71,10.25,10
497,-71,13.00,10
498,-72,13.25,10
499,-72,13.75,10
500,-73,12.75,11
501,-73,13.00,11
502,-73,9.50,11
503,-70,11.25,11
504,-70,11.00,11
505,-70,11.00,11
506,-72,8.25,11
507,-70,11.50,11
508,-70,9.75,11
509,-71,10.25,11
510,-70,10.25,11
511,-71,10.50,11
512,-70,10.50,11
513,-70,10.00,11
514,-71,11.25,11
515,-70,10.75,11
516,-70,10.00,11
517,-70,9.75,11
518,-70,11.50,11
519,-70,10.50,11
520,-70,11.00,11
521,-70,11.50,11
522,-70,10.75,11
523,-71,9.75,11
524,-71,9.50,11
525,-70,10.50,11
526,-70,11.75,11
527,-70,10.25,11
528,-71,10.50,11
529,-71,9.75,11
530,-71,9.50,11
531,-71,9.75,11
532,-71,9.00,11
533,-71,11.00,11
534,-71,9.50,11
535,-71,10.50,11
536,-70,9.00,11
537,-73,11.25,11
538,-72,9.25,11
539,-70,9.75,11
540,-71,9.75,11
541,-71,9.50,11
542,-71,10.00,11
543,-72,9.50,11
544,-71,9.75,11
545,-69,11.00,11
546,-71,10.75,11
547,-70,10.50,11
548,-71,10.50,11
549,-70,10.75,11
550,-71,10.25,12
551,-72,8.75,12
552,-69,8.75,12
553,-70,8.75,12
554,-70,8.50,12
555,-70,10.00,12
556,-68,8.75,12
557,-69,9.25,12
558,-70,9.75,12
559,-69,12.25,12
560,-70,7.50,12
561,-71,8.25,12
562,-70,8.00,12
563,-71,9.50,12
564,-70,11.00,12
565,-69,11.25,12
566,-72,8.50,12
567,-70,9.50,12
568,-68,12.50,12
569,-69,9.50,12
570,-69,11.75,12
571,-73,9.25,12
572,-70,10.75,12
573,-73,9.00,12
574,-68,8.50,12
575,-70,8.00,12
576,-70,8.75,12
577,-70,9.00,12
578,-71,9.50,12
579,-71,9.75,12
580,-71,8.75,12
581,-71,8.25,12
582,-71,9.00,12
583,-72,8.50,12
584,-71,9.00,12
585,-72,11.00,12
586,-70,8.50,12
587,-71,8.00,12
588,-72,12.75,12
589,-73,8.50,12
590,-70,12.00,12
591,-70,8.75,12
592,-71,10.75,12
593,-71,11.75,12
594,-70,10.75,12
595,-69,12.00,12
596,-71,9.25,12
597,-71,9.75,12
598,-71,8.00,12
599,-71,8.00,12
