index,rssi,snr,sf
149,-97,8.25,9
150,-98,8.00,10
151,-98,7.75,10
152,-96,7.75,10
153,-97,7.75,10
154,-97,7.50,10
155,-97,7.75,10
156,-98,7.25,10
157,-97,7.75,10
158,-98,7.75,10
159,-98,8.00,10
160,-98,8.25,10
161,-98,8.00,10
162,-96,7.50,10
163,-97,7.75,10
164,-98,7.50,10
165,-98,7.75,10
166,-97,7.75,10
167,-97,7.75,10
168,-98,5.50,10
169,-98,8.00,10
170,-98,8.00,10
171,-98,8.00,10
172,-98,8.25,10
173,-99,7.50,10
174,-99,7.75,10
175,-97,7.50,10
176,-97,7.75,10
177,-97,8.25,10
178,-97,7.50,10
179,-97,7.25,10
180,-97,7.75,10
181,-97,7.25,10
182,-97,7.50,10
183,-97,7.25,10
184,-98,8.00,10
185,-97,7.75,10
186,-97,7.75,10
187,-97,8.00,10
188,-97,7.25,10
189,-97,7.50,10
190,-97,7.75,10
191,-97,7.50,10
192,-96,7.75,10
193,-97,7.75,10
194,-97,7.75,10
195,-97,7.75,10
196,-97,7.75,10
197,-97,7.75,10
198,-97,8.00,10
199,-96,7.75,10
200,-98,7.00,11
201,-98,7.00,11
202,-98,6.75,11
203,-98,6.75,11
204,-99,7.00,11
205,-99,7.00,11
206,-99,7.00,11
207,-99,7.00,11
208,-99,6.75,11
209,-99,7.25,11
210,-99,7.75,11
211,-99,7.75,11
212,-99,8.00,11
213,-100,8.25,11
214,-99,7.75,11
215,-99,6.75,11
216,-99,7.25,11
217,-99,7.75,11
218,-99,7.00,11
219,-99,7.25,11
220,-100,7.50,11
221,-99,7.75,11
222,-100,7.00,11
223,-99,6.75,11
224,-100,7.75,11
225,-99,8.00,11
226,-99,7.75,11
227,-99,7.50,11
228,-99,6.25,11
229,-99,7.25,11
230,-99,7.00,11
231,-98,7.00,11
232,-98,6.75,11
233,-99,7.00,11
234,-99,7.00,11
235,-99,7.50,11
236,-99,7.25,11
237,-99,6.75,11
238,-99,7.25,11
239,-98,7.25,11
240,-98,7.25,11
241,-99,7.25,11
242,-99,8.50,11
243,-99,5.50,11
244,-98,7.25,11
245,-99,7.50,11
246,-99,7.75,11
247,-99,7.25,11
248,-100,7.25,11
249,-98,7.25,11
250,-100,6.50,12
251,-100,6.25,12
252,-99,6.50,12
253,-99,6.25,12
254,-99,7.00,12
255,-99,6.50,12
256,-98,6.50,12
257,-99,6.25,12
258,-99,6.75,12
259,-99,7.00,12
260,-99,6.75,12
261,-99,6.75,12
262,-99,6.75,12
263,-99,6.50,12
264,-99,6.50,12
265,-98,7.00,12
266,-101,5.75,12
267,-99,6.75,12
268,-99,6.50,12
269,-99,7.00,12
270,-98,7.00,12
271,-98,6.50,12
272,-99,7.25,12
273,-99,6.75,12
274,-99,7.00,12
275,-99,7.00,12
276,-98,6.50,12
277,-98,6.75,12
280,-100,6.50,12
281,-102,3.75,12
282,-103,3.25,12
283,-105,1.00,12
284,-106,0.25,12
285,-103,3.25,12
286,-102,3.75,12
287,-103,2.75,12
288,-100,6.25,12
289,-98,7.00,12
290,-99,7.50,12
291,-99,6.75,12
292,-99,6.00,12
293,-99,6.50,12
294,-101,5.75,12
295,-99,6.75,12
296,-100,6.75,12
297,-100,7.00,12
298,-99,7.25,12
299,-100,5.75,12
300,-99,6.50,7
301,-101,5.75,7
302,-100,6.50,7
303,-98,7.00,7
304,-99,6.75,7
305,-101,4.75,7
306,-100,5.50,7
307,-99,6.25,7
308,-101,4.75,7
309,-100,5.50,7
310,-99,6.25,7
311,-99,6.75,7
312,-100,6.25,7
313,-98,7.25,7
314,-100,6.25,7
315,-100,5.25,7
316,-100,6.25,7
317,-97,7.25,7
318,-98,7.75,7
319,-99,7.25,7
320,-99,6.75,7
321,-97,7.25,7
322,-97,7.50,7
323,-98,8.25,7
324,-98,8.75,7
325,-97,8.50,7
326,-98,7.50,7
327,-98,7.00,7
328,-98,7.50,7
329,-97,7.50,7
330,-97,7.25,7
331,-97,8.00,7
332,-98,7.00,7
333,-99,7.00,7
334,-98,7.25,7
335,-97,7.50,7
336,-97,7.75,7
337,-97,8.00,7
338,-97,7.25,7
339,-97,7.25,7
340,-98,7.50,7
341,-98,7.00,7
342,-97,8.50,7
343,-96,8.00,7
344,-98,7.75,7
345,-97,7.50,7
346,-98,8.50,7
347,-98,7.50,7
348,-97,7.75,7
349,-97,7.75,7
350,-96,8.25,8
351,-97,8.25,8
352,-96,8.00,8
353,-97,7.75,8
354,-97,8.00,8
355,-97,8.25,8
356,-96,8.25,8
357,-96,8.25,8
358,-96,8.00,8
359,-97,8.50,8
360,-97,8.25,8
361,-97,8.00,8
362,-97,8.00,8
363,-98,7.75,8
364,-97,7.75,8
365,-97,8.25,8
366,-97,8.00,8
367,-97,8.25,8
368,-97,8.00,8
369,-97,8.00,8
370,-97,8.25,8
371,-97,7.75,8
372,-97,8.25,8
373,-97,8.25,8
374,-97,8.25,8
375,-98,8.00,8
376,-96,7.75,8
377,-96,7.75,8
378,-97,8.00,8
379,-97,8.25,8
380,-97,7.75,8
381,-97,8.25,8
382,-96,8.50,8
383,-96,8.50,8
384,-96,8.75,8
385,-96,7.75,8
386,-96,8.00,8
387,-96,8.50,8
388,-96,8.75,8
389,-97,8.00,8
390,-97,8.25,8
391,-97,8.00,8
392,-97,8.00,8
3y3,-97,2.25,8
394,-97,8.25,8
395,-96,7.75,8
396,-97,7.75,8
397,-97,8.00,8
398,-97,8.00,8
399,-97,8.00,8
400,-97,8.50,9
401,-97,8.50,9
402,-97,8.25,9
403,-97,8.50,9
404,-97,8.50,9
405,-97,8.25,9
406,-97,8.50,9
407,-97,8.75,9
408,-97,8.75,9
409,-97,8.50,9
410,-97,8.75,9
411,-97,8.50,9
412,-97,8.50,9
413,-98,9.25,9
414,-98,9.25,9
415,-97,9.50,9
416,-98,9.00,9
417,-98,9.00,9
418,-98,9.00,9
419,-98,9.00,9
420,-98,9.00,9
421,-97,8.75,9
422,-97,9.00,9
423,-97,8.75,9
424,-97,9.25,9
425,-98,9.00,9
426,-97,9.00,9
427,-97,9.00,9
428,-97,8.75,9
429,-97,9.50,9
430,-98,8.75,9
431,-97,9.00,9
432,-97,9.00,9
433,-98,9.00,9
434,-98,9.00,9
435,-98,8.75,9
436,-97,9.00,9
437,-98,8.75,9
438,-99,8.25,9
439,-98,9.00,9
440,-97,9.00,9
441,-97,9.00,9
442,-97,8.75,9
443,-98,8.50,9
444,-97,9.25,9
445,-98,9.25,9
446,-97,8.75,9
447,-97,9.00,9
448,-99,8.50,9
449,-98,8.75,9
450,-98,8.25,10
451,-98,8.00,10
452,-97,8.00,10
453,-97,8.00,10
454,-98,8.00,10
455,-98,8.75,10
456,-98,8.25,10
457,-98,8.50,10
458,-98,9.00,10
459,-98,8.50,10
460,-98,8.75,10
461,-98,8.75,10
462,-97,8.00,10
463,-98,9.00,10
464,-101,6.75,10
465,-98,9.00,10
466,-101,6.50,10
467,-98,8.25,10
468,-100,8.00,10
469,-99,9.00,10
470,-98,9.25,10
471,-99,9.25,10
472,-98,9.25,10
473,-98,9.00,10
474,-99,9.25,10
475,-99,9.25,10
476,-99,8.75,10
477,-98,9.00,10
478,-98,9.00,10
479,-99,9.00,10
480,-98,9.25,10
481,-98,9.00,10
482,-98,9.00,10
483,-98,9.00,10
484,-98,8.75,10
485,-98,9.00,10
486,-98,8.50,10
487,-98,9.00,10
488,-99,9.00,10
489,-99,9.25,10
490,-98,8.75,10
491,-98,9.25,10
492,-98,9.00,10
493,-98,8.75,10
494,-98,8.75,10
495,-98,8.25,10
496,-98,8.75,10
497,-97,8.25,10
498,-97,8.25,10
499,-97,8.50,10
500,-100,7.00,11
501,-98,5.75,11
502,-100,6.25,11
503,-101,6.00,11
504,-100,7.25,11
505,-99,7.50,11
506,-101,5.50,11
507,-100,6.50,11
508,-100,7.00,11
509,-100,7.00,11
510,-100,5.75,11
511,-99,7.00,11
512,-99,7.75,11
513,-99,7.00,11
514,-99,7.50,11
515,-99,6.75,11
516,-100,7.00,11
517,-100,6.75,11
518,-99,7.50,11
519,-99,6.75,11
520,-99,7.25,11
521,-99,8.00,11
522,-99,7.50,11
523,-100,7.00,11
524,-100,8.00,11
525,-100,7.25,11
526,-100,7.25,11
527,-100,7.25,11
528,-99,7.25,11
529,-99,7.25,11
530,-100,7.25,11
531,-100,7.25,11
532,-100,7.25,11
533,-100,7.25,11
534,-99,7.50,11
535,-99,7.00,11
536,-98,6.75,11
537,-100,7.50,11
538,-99,6.50,11
539,-99,6.75,11
540,-99,7.50,11
541,-99,7.50,11
542,-99,7.25,11
543,-99,7.00,11
544,-99,7.25,11
545,-99,7.50,11
546,-99,7.50,11
547,-99,6.75,11
548,-99,7.00,11
549,-100,7.00,11
550,-99,6.50,12
551,-99,6.25,12
552,-99,6.25,12
553,-99,6.25,12
554,-99,6.50,12
555,-99,6.75,12
556,-99,6.50,12
557,-99,6.75,12
558,-99,6.50,12
559,-99,6.00,12
560,-99,6.50,12
561,-99,6.25,12
562,-99,6.00,12
563,-99,6.50,12
564,-99,6.50,12
565,-99,6.50,12
566,-98,6.50,12
567,-99,6.75,12
568,-99,7.50,12
569,-99,6.75,12
570,-99,6.75,12
571,-99,7.00,12
572,-99,6.50,12
573,-100,7.00,12
574,-99,7.25,12
575,-99,6.75,12
576,-99,7.25,12
577,-99,7.00,12
578,-99,6.75,12
579,-99,7.00,12
580,-99,6.50,12
581,-99,6.75,12
582,-100,6.50,12
583,-100,6.75,12
584,-99,6.25,12
585,-99,6.25,12
586,-100,6.50,12
587,-99,6.75,12
588,-99,6.75,12
589,-99,7.00,12
590,-99,6.50,12
591,-99,7.00,12
592,-99,6.75,12
593,-99,6.50,12
594,-99,6.50,12
595,-99,6.00,12
596,-99,6.50,12
597,-99,6.25,12
598,-100,6.50,12
599,-100,5.50,12
