index,rssi,snr,sf
366,-74,12.00,8
367,-74,12.25,8
368,-73,12.25,8
369,-73,12.00,8
370,-74,11.75,8
371,-74,11.75,8
372,-73,11.75,8
373,-73,12.00,8
374,-73,12.00,8
375,-73,12.25,8
376,-74,12.00,8
377,-74,12.25,8
378,-74,11.75,8
379,-74,11.50,8
380,-73,12.00,8
381,-73,12.25,8
382,-74,12.25,8
383,-74,11.75,8
384,-74,12.00,8
385,-73,12.00,8
386,-73,12.00,8
387,-74,12.25,8
388,-73,12.00,8
389,-74,12.00,8
390,-74,12.25,8
391,-74,12.25,8
392,-74,12.00,8
393,-74,12.00,8
394,-73,12.00,8
395,-74,12.25,8
396,-74,11.50,8
397,-74,11.75,8
398,-74,11.75,8
399,-74,11.75,8
400,-74,11.00,9
401,-75,10.75,9
402,-74,10.50,9
403,-74,10.25,9
404,-74,10.25,9
405,-74,10.75,9
406,-74,10.75,9
407,-74,11.00,9
408,-74,10.75,9
409,-74,11.00,9
410,-75,10.75,9
411,-75,10.50,9
412,-74,10.25,9
413,-74,12.75,9
414,-74,11.75,9
415,-74,11.00,9
416,-74,11.50,9
417,-74,12.25,9
418,-74,10.25,9
419,-74,11.50,9
420,-75,10.50,9
421,-73,12.75,9
422,-75,11.25,9
423,-74,11.25,9
424,-74,10.25,9
425,-75,10.50,9
426,-76,12.25,9
427,-75,10.50,9
428,-74,11.75,9
429,-73,13.00,9
430,-75,11.00,9
431,-75,11.50,9
432,-75,10.50,9
433,-74,11.75,9
434,-74,13.25,9
435,-73,13.50,9
436,-74,12.25,9
437,-75,10.25,9
438,-74,11.00,9
439,-74,12.00,9
440,-75,10.50,9
441,-73,12.75,9
442,-74,11.50,9
443,-76,12.00,9
444,-74,11.00,9
445,-74,11.75,9
446,-74,12.25,9
447,-74,13.50,9
448,-74,10.00,9
449,-75,10.25,9
450,-74,11.50,10
451,-75,10.50,10
452,-73,12.75,10
453,-73,13.25,10
454,-74,11.75,10
455,-72,13.25,10
456,-73,12.25,10
457,-72,14.00,10
458,-72,13.75,10
459,-72,13.50,10
460,-74,11.75,10
461,-71,12.50,10
462,-73,13.00,10
463,-72,13.75,10
464,-71,11.00,10
465,-74,11.75,10
466,-73,12.75,10
467,-73,13.50,10
468,-73,12.75,10
469,-73,12.50,10
470,-73,12.25,10
471,-73,13.25,10
472,-73,13.25,10
473,-73,12.25,10
474,-73,13.00,10
475,-73,12.50,10
476,-73,13.25,10
477,-73,13.25,10
478,-73,13.50,10
479,-73,13.25,10
480,-73,12.75,10
481,-73,13.25,10
482,-73,13.50,10
483,-72,13.75,10
484,-73,13.25,10
485,-73,13.00,10
486,-72,13.25,10
487,-73,13.00,10
488,-74,11.00,10
489,-73,11.75,10
490,-73,12.00,10
491,-73,13.00,10
492,-73,13.50,10
493,-73,13.25,10
494,-73,13.00,10
495,-73,13.25,10
496,-73,13.00,10
497,-72,13.25,10
498,-73,13.25,10
499,-73,13.25,10
500,-74,10.75,11
501,-74,10.75,11
502,-74,11.50,11
503,-74,10.50,11
504,-75,10.50,11
505,-75,10.50,11
506,-74,11.25,11
507,-73,11.50,11
508,-75,10.00,11
509,-75,10.75,11
510,-75,10.25,11
511,-74,12.00,11
512,-74,11.00,11
513,-72,10.00,11
514,-73,11.25,11
515,-73,11.75,11
516,-75,11.50,11
517,-72,10.00,11
518,-75,10.50,11
519,-73,12.25,11
520,-71,10.25,11
521,-72,9.75,11
522,-72,10.00,11
523,-72,10.00,11
524,-72,9.75,11
525,-72,9.25,11
526,-72,10.25,11
527,-73,10.25,11
528,-72,9.75,11
529,-73,11.75,11
530,-72,9.50,11
531,-74,12.00,11
532,-77,9.50,11
533,-72,10.00,11
534,-75,11.25,11
535,-73,12.75,11
536,-73,11.75,11
537,-72,9.75,11
538,-72,10.50,11
539,-72,9.75,11
540,-72,10.50,11
541,-73,10.75,11
542,-72,11.25,11
543,-73,11.25,11
544,-73,10.00,11
545,-73,11.75,11
546,-73,11.75,11
547,-73,11.00,11
548,-73,11.75,11
549,-73,12.75,11
550,-72,9.25,12
551,-72,9.50,12
552,-73,9.75,12
553,-72,9.50,12
554,-73,8.75,12
555,-73,9.50,12
556,-72,10.25,12
557,-73,10.25,12
558,-73,9.50,12
559,-73,9.50,12
560,-73,9.50,12
561,-73,10.25,12
562,-73,10.25,12
563,-73,11.75,12
564,-73,9.25,12
565,-73,8.75,12
566,-74,9.50,12
567,-72,9.25,12
568,-73,9.75,12
569,-73,10.50,12
570,-73,9.75,12
571,-73,11.25,12
572,-73,12.00,12
573,-73,11.25,12
574,-73,10.75,12
575,-73,10.75,12
576,-73,10.50,12
577,-72,11.25,12
578,-72,10.00,12
579,-72,10.75,12
580,-72,11.00,12
581,-72,10.50,12
582,-72,10.50,12
583,-72,9.75,12
584,-73,9.25,12
585,-72,9.50,12
589,-72,9.00,12
590,-72,9.25,12
591,-72,11.25,12
592,-73,9.50,12
593,-74,9.75,12
594,-74,9.75,12
595,-74,10.00,12
596,-74,10.25,12
597,-72,10.00,12
598,-71,9.00,12
599,-72,8.75,12
600,-69,9.50,7
601,-70,9.25,7
602,-70,9.50,7
603,-70,9.50,7
604,-70,9.50,7
605,-70,9.75,7
606,-70,9.25,7
607,-70,9.50,7
608,-70,9.25,7
609,-70,9.75,7
610,-70,9.75,7
611,-70,9.50,7
612,-70,9.50,7
613,-69,9.25,7
614,-69,9.50,7
615,-70,9.25,7
616,-70,9.75,7
617,-69,9.50,7
618,-69,9.50,7
