index,rssi,snr,sf
31,-44,9.50,12
32,-46,9.75,12
33,-42,10.00,12
34,-43,9.75,12
35,-43,9.75,12
36,-41,9.75,12
37,-39,9.75,12
38,-41,10.00,12
39,-40,9.75,12
40,-40,10.00,12
41,-43,10.00,12
42,-40,9.75,12
43,-39,9.75,12
44,-45,10.00,12
45,-41,9.75,12
46,-45,9.50,12
47,-45,9.75,12
48,-43,9.25,12
49,-43,9.75,12
50,-43,9.75,12
51,-43,9.25,12
52,-43,9.50,12
53,-43,9.75,12
54,-43,9.50,12
55,-46,10.50,12
56,-43,10.25,12
57,-42,10.75,12
58,-43,10.50,12
59,-43,9.50,12
60,-49,10.25,12
61,-48,10.00,12
62,-47,9.50,12
63,-48,9.75,12
64,-48,10.00,12
65,-47,10.00,12
66,-51,10.00,12
67,-45,9.50,12
68,-45,9.75,12
69,-46,10.75,12
70,-45,9.50,12
71,-45,10.00,12
72,-46,9.50,12
73,-46,11.25,12
74,-46,10.75,12
75,-45,10.00,12
76,-46,10.00,12
77,-45,9.00,12
78,-46,10.25,12
79,-46,9.50,12
index,rssi,snr,sf
index,rssi,snr,sf
index,rssi,snr,sf
0,-42,9.25,12
1,-51,9.00,12
2,-44,9.75,12
3,-58,8.75,12
4,-58,9.00,12
5,-55,9.25,12
6,-45,8.75,12
7,-44,9.50,12
8,-44,9.50,12
9,-45,10.25,12
10,-44,9.00,12
11,-44,9.00,12
12,-44,9.25,12
13,-41,9.75,12
14,-44,9.50,12
15,-39,9.50,12
16,-54,11.00,12
17,-52,9.75,12
18,-47,9.25,12
19,-39,9.25,12
20,-40,9.75,12
21,-40,9.25,12
22,-38,9.25,12
23,-39,10.00,12
24,-42,10.50,12
25,-42,10.00,12
26,-42,9.50,12
27,-42,9.75,12
28,-42,9.75,12
29,-43,9.75,12
30,-43,9.50,12
31,-42,10.00,12
32,-38,10.50,12
33,-39,10.00,12
34,-42,10.25,12
35,-42,10.50,12
36,-41,10.00,12
37,-40,9.50,12
38,-40,9.75,12
39,-40,10.25,12
40,-41,10.00,12
41,-40,9.50,12
42,-41,10.75,12
43,-42,10.50,12
44,-42,10.25,12
45,-42,10.25,12
46,-42,10.50,12
47,-42,10.25,12
48,-42,10.75,12
49,-42,10.50,12
50,-41,10.75,12
51,-42,10.75,12
52,-41,10.50,12
53,-41,10.75,12
54,-42,9.25,12
55,-39,9.00,12
56,-36,9.50,12
57,-36,9.50,12
58,-39,9.75,12
59,-42,9.50,12
60,-41,10.25,12
61,-41,10.50,12
62,-39,10.50,12
63,-39,10.50,12
64,-42,10.25,12
65,-41,10.50,12
66,-37,9.50,12
67,-36,10.00,12
68,-39,9.75,12
69,-39,9.75,12
70,-39,9.50,12
71,-40,9.75,12
72,-36,10.25,12
73,-36,9.50,12
74,-39,10.00,12
75,-40,10.00,12
76,-36,9.75,12
77,-36,9.75,12
78,-39,10.00,12
79,-40,10.25,12
220,-46,13.50,10
221,-46,12.50,10
223,-45,11.50,10
224,-44,10.50,10
225,-45,13.50,10
226,-45,10.75,10
227,-46,13.25,10
228,-53,11.50,10
229,-33,13.75,10
230,-37,10.25,10
231,-35,11.50,10
232,-39,13.50,10
233,-39,12.50,10
234,-36,10.75,10
235,-35,11.50,10
236,-34,12.00,10
237,-36,10.25,10
238,-36,10.25,10
239,-44,11.25,10
240,-43,11.50,10
241,-39,13.50,10
242,-40,12.25,10
243,-39,13.00,10
244,-36,10.75,10
245,-33,13.75,10
246,-44,13.25,10
247,-51,11.75,10
248,-45,11.00,10
249,-45,10.50,10
250,-44,11.00,10
251,-47,13.75,10
252,-46,13.50,10
253,-45,12.00,10
254,-44,10.50,10
255,-44,10.50,10
256,-44,11.00,10
257,-44,11.25,10
258,-44,11.00,10
259,-44,10.75,10
260,-44,10.50,10
261,-43,13.00,10
263,-35,11.75,10
264,-45,10.50,10
265,-40,10.75,10
266,-32,14.00,10
267,-34,13.00,10
268,-46,5.50,270,-44,10.00,10
271,-48,12.00,10
272,-47,13.25,10
273,-47,13.25,10
274,-48,13.00,10
275,-48,12.00,10
276,-48,11.00,10
277,-48,12.00,10
278,-48,12.75,10
280,-45,10.50,10
281,-45,11.75,10
282,-45,10.25,10
283,-44,11.50,10
284,-46,13.50,10
285,-47,13.50,10
286,-45,10.00,10
287,-45,9.25,10
289,-45,13.00,10
290,-46,12.75,10
291,-46,12.50,10
292,-46,13.50,10
293,-45,13.25,10
294,-46,14.25,10
295,-46,14.00,10
296,-47,13.50,10
297,-47,14.00,10
298,-46,14.00,10
299,-46,13.75,10
300,-46,13.50,10
301,-46,13.75,10
302,-46,13.75,10
303,-44,10.75,10
304,-46,13.50,10
330,-46,13.75,9
331,-46,13.50,9
332,-46,13.25,9
333,-50,13.50,9
334,-42,13.25,9
335,-42,12.25,9
336,-36,10.75,9
337,-37,11.25,9
338,-37,10.00,9
339,-37,10.75,9
340,-42,13.50,9
341,-37,10.00,9
342,-39,13.25,9
343,-40,13.50,9
344,-40,13.50,9
345,-42,13.75,9
346,-40,13.25,9
347,-40,13.75,9
348,-41,13.25,9
349,-42,13.00,9
350,-39,13.00,9
351,-39,13.00,9
352,-37,9.75,9
353,-38,12.75,9
354,-37,9.75,9
355,-37,11.50,9
356,-37,11.25,9
357,-37,9.25,9
358,-37,9.75,9
359,-37,9.75,9
360,-39,13.50,9
361,-37,10.25,9
index,rssi,snr,sf
index,rssi,snr,sf
0,-32,10.25,12
1,-32,9.00,12
2,-34,9.00,12
3,-36,8.75,12
4,-36,9.25,12
5,-35,9.00,12
6,-34,9.00,12
7,-33,9.50,12
8,-31,9.00,12
9,-31,9.75,12
10,-31,9.00,12
11,-32,9.25,12
12,-33,9.75,12
13,-32,8.75,12
14,-32,9.25,12
15,-32,9.50,12
16,-35,9.25,12
17,-34,10.00,12
18,-36,9.25,12
19,-37,9.50,12
20,-35,10.00,12
21,-40,9.50,12
22,-40,9.00,12
23,-41,9.00,12
24,-37,9.50,12
25,-38,9.25,12
26,-35,10.25,12
27,-36,9.75,12
28,-38,9.25,12
29,-39,8.75,12
30,-40,10.00,12
31,-43,9.25,12
32,-41,10.00,12
33,-38,10.25,12
34,-39,9.25,12
35,-41,10.25,12
36,-36,10.25,12
37,-47,10.75,12
38,-50,10.50,12
39,-44,9.75,12
40,-49,9.00,12
41,-46,11.00,12
42,-48,10.50,12
43,-50,10.00,12
44,-51,10.50,12
45,-47,9.75,12
46,-50,9.25,12
47,-47,10.00,12
48,-50,9.75,12
49,-46,11.25,12
50,-49,9.75,12
51,-46,9.25,12
52,-45,9.00,12
53,-46,10.50,12
54,-47,9.75,12
55,-45,8.75,12
56,-44,9.25,12
57,-44,9.75,12
58,-44,9.25,12
59,-43,9.00,12
60,-44,9.75,12
61,-44,9.75,12
62,-43,9.75,12
63,-44,9.75,12
64,-44,9.75,12
65,-44,9.75,12
66,-44,10.00,12
67,-43,10.00,12
68,-43,9.75,12
69,-43,10.25,12
70,-43,10.50,12
71,-42,10.25,12
72,-42,10.25,12
73,-42,10.25,12
74,-42,10.50,12
75,-45,10.00,12
76,-43,9.75,12
77,-43,10.25,12
78,-42,10.25,12
79,-43,10.50,12
80,-42,10.25,12
81,-44,9.50,12
82,-43,10.25,12
83,-42,10.50,12
84,-43,10.00,12
85,-43,10.00,12
86,-43,9.50,12
87,-39,9.50,12
88,-46,9.75,12
89,-44,10.00,12
90,-43,10.00,12
91,-43,9.75,12
92,-43,9.75,12
93,-43,10.00,12
94,-42,9.75,12
95,-42,9.75,12
96,-42,9.75,12
97,-43,9.75,12
98,-43,9.25,12
99,-45,9.75,12
110,-41,10.50,11
111,-38,11.75,11
112,-41,10.00,11
113,-40,10.75,11
114,-44,10.75,11
115,-38,11.75,11
116,-39,10.25,11
117,-39,10.50,11
118,-39,11.00,11
119,-39,10.50,11
120,-43,11.50,11
121,-38,9.75,11
122,-49,11.25,11
123,-48,12.00,11
124,-48,12.00,11
125,-41,11.00,11
126,-37,9.50,11
127,-43,11.50,11
128,-43,11.75,11
129,-37,10.75,11
130,-37,10.75,11
131,-36,11.25,11
132,-46,10.25,11
133,-46,8.75,11
134,-45,10.50,11
135,-44,10.75,11
136,-40,12.00,11
137,-45,10.25,11
138,-41,10.50,11
139,-45,10.50,11
140,-46,10.00,11
141,-45,10.00,11
142,-46,9.75,11
143,-45,11.00,11
144,-46,9.25,11
